epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
33,1629.21,0.47907,0.47071,0.87031,0.99079,0.99187,0.99422,0.9327,0.37716,0.41592,0.80947,0.0007328,0.0007328,0.0007328
34,1674.89,0.44918,0.44366,0.85993,0.98857,0.98938,0.99376,0.93087,0.37195,0.40473,0.80767,0.0006932,0.0006932,0.0006932
35,1722.72,0.47599,0.45705,0.86803,0.98173,0.99047,0.99285,0.92877,0.37707,0.41348,0.80897,0.0006536,0.0006536,0.0006536
36,1776.52,0.45966,0.44697,0.86755,0.98964,0.99375,0.99403,0.93267,0.3652,0.39474,0.80839,0.000614,0.000614,0.000614
37,1823.06,0.45853,0.43266,0.86684,0.98911,0.99375,0.99451,0.94021,0.36663,0.38614,0.80636,0.0005744,0.0005744,0.0005744
38,1869.04,0.45687,0.44246,0.86621,0.98507,0.99406,0.99426,0.94136,0.36256,0.38542,0.80396,0.0005348,0.0005348,0.0005348
39,1916.85,0.45312,0.44369,0.8642,0.98546,0.99625,0.99429,0.94122,0.35638,0.3778,0.80277,0.0004952,0.0004952,0.0004952
40,1968.26,0.44238,0.41388,0.85924,0.98668,0.99553,0.99438,0.93343,0.3742,0.37697,0.80436,0.0004556,0.0004556,0.0004556
41,2012.57,0.40897,0.44116,0.83835,0.98392,0.99344,0.99445,0.94168,0.35,0.39105,0.79978,0.000416,0.000416,0.000416
42,2057.27,0.40261,0.41658,0.83739,0.96815,0.99156,0.99329,0.94249,0.33676,0.41612,0.79711,0.0003764,0.0003764,0.0003764
43,2104.49,0.37769,0.40918,0.82661,0.97626,0.99438,0.99351,0.93878,0.35245,0.39959,0.79818,0.0003368,0.0003368,0.0003368
44,2153.37,0.38342,0.40503,0.82825,0.98291,0.99406,0.99301,0.94565,0.33117,0.37578,0.79571,0.0002972,0.0002972,0.0002972
45,2197.71,0.37614,0.39112,0.82195,0.98541,0.99222,0.99262,0.94612,0.33009,0.38054,0.79463,0.0002576,0.0002576,0.0002576
46,2241.82,0.38638,0.40078,0.82473,0.98483,0.99441,0.99397,0.94736,0.32606,0.3707,0.79311,0.000218,0.000218,0.000218
47,2290.67,0.37771,0.38609,0.8283,0.98945,0.99629,0.99448,0.94994,0.31816,0.35039,0.79206,0.0001784,0.0001784,0.0001784
48,2338.14,0.37498,0.37983,0.82636,0.99595,0.99807,0.99463,0.95222,0.31408,0.33654,0.79119,0.0001388,0.0001388,0.0001388
49,2382.21,0.36733,0.3749,0.82276,0.99595,0.99817,0.99466,0.95314,0.31132,0.33383,0.79116,9.92e-05,9.92e-05,9.92e-05
50,2426.12,0.36949,0.38682,0.83355,0.99564,0.99855,0.99472,0.95399,0.30889,0.33181,0.79121,5.96e-05,5.96e-05,5.96e-05
1,11.6163,1.52582,1.41229,1.37878,0.54446,0.7025,0.52199,0.29157,1.57369,1.61982,1.34291,2e-05,2e-05,2e-05
2,17.3832,1.46328,1.72309,1.39902,0.60377,0.625,0.53703,0.29902,1.7055,1.70447,1.47889,5.8812e-05,5.8812e-05,5.8812e-05
3,23.1417,1.54555,1.45348,1.40148,0.55613,0.575,0.48596,0.27532,1.70119,1.84142,1.49544,9.604e-05,9.604e-05,9.604e-05
4,28.9192,1.14655,1.13644,1.25926,0.42766,0.415,0.31179,0.16335,2.03165,2.27999,1.75907,0.000131684,0.000131684,0.000131684
5,35.2043,1.10055,1.06134,1.27549,0.3994,0.28097,0.2612,0.12936,2.22376,2.51923,1.94247,0.000165744,0.000165744,0.000165744
6,40.6768,1.06721,1.07603,1.29618,0.41931,0.215,0.23854,0.11585,2.3268,2.65977,2.07396,0.00019822,0.00019822,0.00019822
7,46.1581,1.07702,0.97352,1.27706,0.49184,0.21294,0.28001,0.14468,2.23323,2.61324,2.01607,0.000229112,0.000229112,0.000229112
8,51.3186,1.00739,0.93264,1.21691,0.6498,0.25513,0.38385,0.21561,2.06977,2.46806,1.88017,0.00025842,0.00025842,0.00025842
9,57.0185,1.0401,0.86127,1.25716,0.73114,0.31954,0.46214,0.26642,1.95999,2.35655,1.7841,0.000286144,0.000286144,0.000286144
10,62.5644,0.84649,0.80118,1.13301,0.79503,0.4,0.54043,0.32548,1.80533,2.20535,1.66163,0.000312284,0.000312284,0.000312284
11,67.9903,0.92037,0.89578,1.1382,0.7955,0.41817,0.56629,0.3619,1.69533,2.12455,1.59777,0.00033684,0.00033684,0.00033684
12,73.8457,0.87539,0.89844,1.19372,0.7978,0.4932,0.63493,0.4253,1.50367,1.94652,1.48023,0.000359812,0.000359812,0.000359812
13,79.6124,0.84684,0.82253,1.16593,0.80692,0.58511,0.71085,0.50439,1.28283,1.73086,1.35655,0.0003812,0.0003812,0.0003812
14,85.4554,0.91368,0.86043,1.16028,0.83547,0.68,0.77576,0.59163,1.07404,1.49703,1.2401,0.000401004,0.000401004,0.000401004
15,90.9519,0.7485,0.7218,1.12351,0.84807,0.7525,0.83049,0.66575,0.90576,1.27484,1.14445,0.000419224,0.000419224,0.000419224
16,96.5549,0.70298,0.7383,1.08386,0.84969,0.8025,0.85618,0.70061,0.8343,1.16002,1.10397,0.00043586,0.00043586,0.00043586
17,102.135,0.8725,0.83173,1.17834,0.85776,0.8175,0.87084,0.71984,0.78489,1.05204,1.06577,0.000450912,0.000450912,0.000450912
18,107.881,0.63558,0.6341,1.03266,0.85904,0.85318,0.88912,0.7383,0.75518,0.96585,1.03768,0.00046438,0.00046438,0.00046438
19,113.095,0.73419,0.72556,1.07476,0.86934,0.86493,0.89544,0.7482,0.7398,0.9003,1.01769,0.000476264,0.000476264,0.000476264
20,118.504,0.85133,1.24314,1.16605,0.86756,0.88431,0.90757,0.76486,0.70604,0.83081,0.99357,0.000486564,0.000486564,0.000486564
21,123.937,0.71698,0.70513,1.00266,0.87415,0.88561,0.91656,0.78142,0.66768,0.7789,0.97458,0.00049528,0.00049528,0.00049528
22,129.344,0.80986,0.91739,1.11658,0.88189,0.8773,0.92141,0.79712,0.62252,0.74434,0.96106,0.000502412,0.000502412,0.000502412
23,134.877,0.64992,0.68069,1.06373,0.89785,0.87895,0.92589,0.80599,0.59549,0.71589,0.95079,0.00050796,0.00050796,0.00050796
24,140.547,0.64493,0.68286,1.04801,0.89154,0.8825,0.92893,0.80839,0.57989,0.69752,0.94542,0.000511924,0.000511924,0.000511924
25,145.998,0.63129,0.68833,1.06355,0.90344,0.86548,0.93218,0.81336,0.57524,0.6795,0.94379,0.000514304,0.000514304,0.000514304
26,151.588,0.6406,0.62522,1.01918,0.85098,0.92792,0.93628,0.8228,0.56578,0.64959,0.93701,0.0005151,0.0005151,0.0005151
27,157.122,0.83952,0.83103,1.15034,0.90028,0.8802,0.94308,0.83217,0.55493,0.60874,0.92557,0.000514312,0.000514312,0.000514312
28,162.722,0.61988,0.6459,1.00057,0.90028,0.8802,0.94308,0.83217,0.55493,0.60874,0.92557,0.00051194,0.00051194,0.00051194
29,168.29,0.67787,0.67756,1.02267,0.9169,0.88,0.9492,0.84451,0.53132,0.5826,0.91928,0.000507984,0.000507984,0.000507984
30,173.972,0.7833,0.8327,1.13083,0.89676,0.915,0.95465,0.85309,0.50608,0.55288,0.91088,0.000502444,0.000502444,0.000502444
31,179.45,0.64149,0.59852,1.02132,0.89676,0.915,0.95465,0.85309,0.50608,0.55288,0.91088,0.00049532,0.00049532,0.00049532
32,184.644,0.61102,0.67793,1.0517,0.90096,0.925,0.96091,0.86264,0.49408,0.53061,0.90544,0.000486612,0.000486612,0.000486612
33,190.101,0.67744,0.64897,1.01444,0.91873,0.9327,0.96676,0.86769,0.48692,0.51144,0.90112,0.00047632,0.00047632,0.00047632
34,195.376,0.64296,0.63824,1.05376,0.91873,0.9327,0.96676,0.86769,0.48692,0.51144,0.90112,0.000464444,0.000464444,0.000464444
35,200.703,0.61475,0.68471,1.02752,0.93269,0.93527,0.97186,0.87337,0.48972,0.4951,0.8988,0.000450984,0.000450984,0.000450984
36,206.321,0.89725,1.48821,1.2182,0.95214,0.9275,0.97523,0.87483,0.49547,0.4887,0.89864,0.00043594,0.00043594,0.00043594
37,212.115,0.69328,0.67764,0.97268,0.95214,0.9275,0.97523,0.87483,0.49547,0.4887,0.89864,0.000419312,0.000419312,0.000419312
38,217.983,0.62656,0.61044,1.01535,0.93385,0.95,0.97703,0.87926,0.48147,0.48233,0.89627,0.0004011,0.0004011,0.0004011
39,223.231,0.6169,0.65426,1.03661,0.9428,0.94782,0.97979,0.8861,0.46402,0.47629,0.89625,0.000381304,0.000381304,0.000381304
40,228.56,0.5502,0.56969,0.97483,0.9428,0.94782,0.97979,0.8861,0.46402,0.47629,0.89625,0.000359924,0.000359924,0.000359924
41,233.955,0.54428,0.61295,0.97114,0.94592,0.955,0.98173,0.89127,0.46029,0.47307,0.89649,0.00033696,0.00033696,0.00033696
42,239.293,0.52002,0.53127,0.92681,0.95455,0.95,0.98429,0.89206,0.46434,0.47237,0.89734,0.000312412,0.000312412,0.000312412
43,244.455,0.46748,0.51156,0.91049,0.95455,0.95,0.98429,0.89206,0.46434,0.47237,0.89734,0.00028628,0.00028628,0.00028628
44,249.621,0.48928,0.54646,0.90262,0.9476,0.965,0.98599,0.89093,0.47016,0.46537,0.89319,0.000258564,0.000258564,0.000258564
45,254.816,0.50809,0.58266,0.96662,0.9476,0.965,0.98599,0.89093,0.47016,0.46537,0.89319,0.000229264,0.000229264,0.000229264
46,260.098,0.59338,0.76363,0.97533,0.95089,0.96807,0.9868,0.89136,0.47172,0.46227,0.89193,0.00019838,0.00019838,0.00019838
47,265.425,0.47107,0.50803,0.89741,0.95089,0.96807,0.9868,0.89136,0.47172,0.46227,0.89193,0.000165912,0.000165912,0.000165912
48,270.779,0.47228,0.53413,0.90836,0.95078,0.9659,0.98725,0.89256,0.46731,0.45702,0.88824,0.00013186,0.00013186,0.00013186
49,275.913,0.50903,0.54586,0.9482,0.95078,0.9659,0.98725,0.89256,0.46731,0.45702,0.88824,9.6224e-05,9.6224e-05,9.6224e-05
50,281.28,0.45459,0.49773,0.91048,0.95212,0.965,0.98766,0.89609,0.45871,0.45275,0.88595,5.9004e-05,5.9004e-05,5.9004e-05
