epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
31,1478.93,0.4762,0.45933,0.8667,0.97095,0.98375,0.9921,0.91783,0.41195,0.48822,0.81918,0.001406,0.001406,0.001406
32,1525.69,0.49527,0.46976,0.87835,0.97825,0.98281,0.99256,0.92279,0.40507,0.44856,0.81898,0.0013862,0.0013862,0.0013862
33,1572.35,0.49098,0.47224,0.87347,0.98239,0.99,0.99366,0.91578,0.40512,0.44426,0.81887,0.0013664,0.0013664,0.0013664
34,1618.67,0.4794,0.44521,0.87004,0.97566,0.98344,0.9926,0.91,0.40941,0.44666,0.82054,0.0013466,0.0013466,0.0013466
35,1664.46,0.49607,0.4641,0.87455,0.96618,0.98469,0.99265,0.92077,0.39036,0.4415,0.81544,0.0013268,0.0013268,0.0013268
36,1710.97,0.47809,0.45388,0.87343,0.98296,0.99135,0.99429,0.93025,0.38297,0.40532,0.81173,0.001307,0.001307,0.001307
37,1756.21,0.46337,0.4333,0.86735,0.97253,0.99062,0.99324,0.92013,0.4065,0.41476,0.81298,0.0012872,0.0012872,0.0012872
38,1802.3,0.48027,0.45305,0.87218,0.96288,0.97344,0.99055,0.91009,0.43512,0.46271,0.81816,0.0012674,0.0012674,0.0012674
39,1848.33,0.48219,0.4582,0.87071,0.96402,0.97406,0.99042,0.92469,0.38781,0.45044,0.81332,0.0012476,0.0012476,0.0012476
40,1894.17,0.46215,0.43075,0.86569,0.98561,0.98467,0.99306,0.9298,0.3781,0.42134,0.81076,0.0012278,0.0012278,0.0012278
41,1941.69,0.45727,0.44915,0.86231,0.99066,0.98906,0.99206,0.92456,0.38855,0.38595,0.81339,0.001208,0.001208,0.001208
42,1989.45,0.4704,0.43263,0.8707,0.98501,0.98543,0.99408,0.92992,0.39152,0.40588,0.81218,0.0011882,0.0011882,0.0011882
43,2035.23,0.47396,0.44102,0.87092,0.98786,0.98719,0.99416,0.93116,0.3884,0.38211,0.8108,0.0011684,0.0011684,0.0011684
44,2081.78,0.48426,0.45166,0.86677,0.9931,0.98902,0.99406,0.93392,0.37726,0.36667,0.81063,0.0011486,0.0011486,0.0011486
45,2127.96,0.46969,0.43492,0.86763,0.98664,0.99267,0.99452,0.93415,0.37584,0.38462,0.81077,0.0011288,0.0011288,0.0011288
46,2173.38,0.46835,0.42911,0.86411,0.98941,0.99187,0.99413,0.93375,0.37928,0.37686,0.81075,0.001109,0.001109,0.001109
47,2220.52,0.46504,0.42937,0.87483,0.9858,0.98938,0.99423,0.93508,0.3725,0.38408,0.80705,0.0010892,0.0010892,0.0010892
48,2267.73,0.4633,0.42775,0.86972,0.98645,0.99062,0.99448,0.9286,0.39429,0.36203,0.81203,0.0010694,0.0010694,0.0010694
49,2315.5,0.46493,0.41828,0.86987,0.98447,0.99281,0.99419,0.93441,0.37976,0.37649,0.81044,0.0010496,0.0010496,0.0010496
50,2363.46,0.46413,0.40349,0.86929,0.98053,0.99155,0.99408,0.93543,0.3746,0.40372,0.80705,0.0010298,0.0010298,0.0010298
51,2409.95,0.4492,0.40157,0.85964,0.98035,0.98969,0.99418,0.92915,0.38605,0.38173,0.8148,0.00101,0.00101,0.00101
52,2458.58,0.45596,0.41367,0.85781,0.97593,0.98848,0.99188,0.93915,0.36232,0.37245,0.80582,0.0009902,0.0009902,0.0009902
53,2509.57,0.43875,0.4015,0.86182,0.99156,0.99219,0.99445,0.94029,0.35473,0.34995,0.80229,0.0009704,0.0009704,0.0009704
54,2555.52,0.4568,0.41073,0.86692,0.99375,0.99408,0.9949,0.94306,0.34843,0.34657,0.80056,0.0009506,0.0009506,0.0009506
55,2602.73,0.44922,0.42795,0.8714,0.9959,0.99562,0.99492,0.94176,0.3591,0.34423,0.80305,0.0009308,0.0009308,0.0009308
56,2649.35,0.44316,0.40289,0.84541,0.99375,0.99443,0.9949,0.92947,0.3824,0.34185,0.80951,0.000911,0.000911,0.000911
57,2697.95,0.44878,0.41187,0.86669,0.99124,0.98988,0.9948,0.93238,0.37689,0.36918,0.80941,0.0008912,0.0008912,0.0008912
58,2743.51,0.44133,0.40052,0.85396,0.99555,0.99187,0.99495,0.94011,0.35369,0.36187,0.80504,0.0008714,0.0008714,0.0008714
59,2788.94,0.46333,0.40763,0.86118,0.9948,0.99562,0.99496,0.9369,0.36287,0.34416,0.80268,0.0008516,0.0008516,0.0008516
60,2833.44,0.44953,0.40103,0.86388,0.9944,0.99883,0.99496,0.94588,0.33564,0.32186,0.7988,0.0008318,0.0008318,0.0008318
61,2878.47,0.42929,0.38454,0.85187,0.99469,0.996,0.9949,0.94681,0.33324,0.32289,0.79863,0.000812,0.000812,0.000812
62,2922.93,0.43897,0.38584,0.85237,0.99342,0.99594,0.99479,0.94188,0.3387,0.32946,0.79949,0.0007922,0.0007922,0.0007922
63,2968.37,0.43246,0.37954,0.85519,0.99315,0.99694,0.99436,0.93609,0.34966,0.32711,0.79974,0.0007724,0.0007724,0.0007724
64,3012.61,0.42427,0.37812,0.8473,0.99409,0.99813,0.99492,0.94192,0.33726,0.3057,0.79909,0.0007526,0.0007526,0.0007526
65,3057.66,0.43788,0.3917,0.8669,0.9947,0.99742,0.99497,0.95168,0.32124,0.30686,0.79269,0.0007328,0.0007328,0.0007328
66,3102.23,0.41598,0.37067,0.85033,0.99802,0.99813,0.995,0.9528,0.31952,0.29982,0.79381,0.000713,0.000713,0.000713
67,3146.95,0.42722,0.3786,0.85063,0.99657,0.99854,0.99499,0.95069,0.32491,0.30478,0.79482,0.0006932,0.0006932,0.0006932
68,3191.53,0.42751,0.36662,0.84363,0.99679,0.99656,0.99499,0.94517,0.33294,0.31509,0.79517,0.0006734,0.0006734,0.0006734
69,3235.73,0.42586,0.36879,0.85833,0.99781,0.99836,0.995,0.94242,0.33707,0.31641,0.79463,0.0006536,0.0006536,0.0006536
70,3281.06,0.43194,0.36947,0.86011,0.99636,0.99531,0.99497,0.94793,0.32149,0.31027,0.79272,0.0006338,0.0006338,0.0006338
71,3327.04,0.404,0.34316,0.84823,0.99531,0.9955,0.99495,0.94867,0.31507,0.31576,0.79192,0.000614,0.000614,0.000614
72,3371.88,0.41029,0.36232,0.85263,0.99719,0.99687,0.99499,0.95335,0.30611,0.30613,0.79092,0.0005942,0.0005942,0.0005942
73,3417.05,0.40342,0.3538,0.84778,0.9975,0.99824,0.995,0.95254,0.30338,0.30077,0.79008,0.0005744,0.0005744,0.0005744
74,3461.89,0.41695,0.35681,0.85354,0.99657,0.99844,0.99497,0.95664,0.30506,0.2905,0.78945,0.0005546,0.0005546,0.0005546
75,3506.59,0.41423,0.35374,0.84195,0.99906,0.99876,0.995,0.95089,0.31239,0.28754,0.78791,0.0005348,0.0005348,0.0005348
76,3551.77,0.40546,0.35655,0.84542,0.99937,0.99933,0.995,0.95804,0.29913,0.28137,0.78643,0.000515,0.000515,0.000515
77,3597.35,0.4301,0.36826,0.85432,0.99958,0.99938,0.995,0.95067,0.31655,0.28498,0.7897,0.0004952,0.0004952,0.0004952
78,3643.11,0.41444,0.35466,0.85177,0.99953,0.99906,0.995,0.95676,0.29294,0.28201,0.78713,0.0004754,0.0004754,0.0004754
79,3689.05,0.39906,0.34563,0.83926,0.99963,0.99813,0.995,0.95304,0.29818,0.2785,0.78652,0.0004556,0.0004556,0.0004556
80,3735.07,0.39264,0.33723,0.83863,0.99962,0.99875,0.995,0.95877,0.2854,0.27212,0.78525,0.0004358,0.0004358,0.0004358
81,3781.88,0.40017,0.34203,0.83952,0.99955,0.99969,0.995,0.9567,0.29536,0.2731,0.78708,0.000416,0.000416,0.000416
82,3826.6,0.38878,0.34366,0.84328,0.99969,0.99928,0.995,0.95984,0.28788,0.27032,0.78529,0.0003962,0.0003962,0.0003962
83,3872.23,0.39649,0.34126,0.84448,0.9975,0.99937,0.995,0.96073,0.2897,0.27319,0.78558,0.0003764,0.0003764,0.0003764
84,3919.63,0.39855,0.33727,0.84894,0.99906,1,0.995,0.96234,0.29108,0.27295,0.7859,0.0003566,0.0003566,0.0003566
85,3965.33,0.38584,0.32784,0.83986,1,0.99976,0.995,0.96022,0.28376,0.26905,0.78448,0.0003368,0.0003368,0.0003368
86,4009.58,0.38072,0.32713,0.84049,0.99969,0.99987,0.995,0.96336,0.28161,0.26417,0.7841,0.000317,0.000317,0.000317
87,4056.08,0.4072,0.34626,0.84894,0.99999,1,0.995,0.96072,0.29216,0.26894,0.78456,0.0002972,0.0002972,0.0002972
88,4102.38,0.38842,0.332,0.84193,0.99994,1,0.995,0.96425,0.27393,0.25986,0.78254,0.0002774,0.0002774,0.0002774
89,4147.35,0.39598,0.33017,0.84831,0.99994,0.99969,0.995,0.96507,0.27037,0.25751,0.78208,0.0002576,0.0002576,0.0002576
90,4192.49,0.38473,0.32996,0.84442,1,0.99966,0.995,0.95846,0.2848,0.25747,0.78358,0.0002378,0.0002378,0.0002378
91,4234.57,0.34128,0.34095,0.82069,0.99989,1,0.995,0.96464,0.26294,0.2517,0.78111,0.000218,0.000218,0.000218
92,4277.76,0.33104,0.31598,0.8131,0.99781,0.99842,0.99498,0.96715,0.26557,0.26051,0.78133,0.0001982,0.0001982,0.0001982
93,4321.91,0.33535,0.32769,0.82024,0.99688,0.99938,0.99498,0.96627,0.26982,0.264,0.78126,0.0001784,0.0001784,0.0001784
94,4365.1,0.32732,0.30344,0.80881,0.99861,0.99938,0.995,0.96781,0.26217,0.25696,0.78086,0.0001586,0.0001586,0.0001586
95,4408.25,0.32848,0.29196,0.81426,0.99948,0.99906,0.99499,0.96786,0.2616,0.25396,0.78042,0.0001388,0.0001388,0.0001388
96,4452.44,0.32917,0.29492,0.81097,0.9992,0.99938,0.99499,0.97115,0.25736,0.25019,0.77923,0.000119,0.000119,0.000119
97,4495.27,0.31528,0.29101,0.8058,0.99875,0.99977,0.99499,0.96941,0.2575,0.25017,0.7793,9.92e-05,9.92e-05,9.92e-05
98,4537.73,0.3177,0.29008,0.80856,0.99866,1,0.995,0.97126,0.25284,0.24943,0.7787,7.94e-05,7.94e-05,7.94e-05
99,4580.26,0.314,0.28727,0.81347,0.99906,0.99971,0.995,0.97162,0.24977,0.24825,0.77815,5.96e-05,5.96e-05,5.96e-05
100,4622.61,0.31404,0.27906,0.81034,0.99965,0.99969,0.995,0.97108,0.24797,0.24568,0.77798,3.98e-05,3.98e-05,3.98e-05
